,camadas,neurônios,slices,tamanho_max,tamanho_min,tamanho_médio,tamanho_desvio_padrão,tempo_max,tempo_min,tempo_médio,tempo_desvio_padrão,tempo_total
0,1,8,0,9,6,7.634146341463414,0.9877295966495896,0.20531916618347168,0.09009194374084473,0.10661887541049864,0.015763305600247995,8.743727684020996
1,1,8,1,9,6,7.634146341463414,0.9877295966495896,0.2740030288696289,0.0943760871887207,0.12646006374824337,0.027501772159069283,10.370788812637329
2,1,8,2,9,6,7.634146341463414,0.9877295966495896,0.2856316566467285,0.09687256813049316,0.13643163297234512,0.03247767587451373,11.188526391983032
3,1,8,3,9,6,7.634146341463414,0.9877295966495896,0.28922057151794434,0.0971062183380127,0.14904023379814335,0.043442001871346766,12.222436666488647
4,1,16,0,9,6,7.780487804878049,0.9299461054860665,0.2644078731536865,0.0995635986328125,0.12510079000054336,0.022381662245059605,10.259289026260376
5,1,16,1,9,6,7.780487804878049,0.9299461054860665,0.28780651092529297,0.09993124008178711,0.14851457898209736,0.03401585783915374,12.17927074432373
6,1,16,2,9,6,7.780487804878049,0.9299461054860665,0.3890073299407959,0.10135722160339355,0.16473893712206586,0.05676382833745711,13.509711742401123
7,1,16,3,9,6,7.780487804878049,0.9299461054860665,0.4628105163574219,0.10108828544616699,0.18801162301040278,0.06071384871010759,15.418036222457886
8,2,8,0,9,5,7.365853658536586,1.2718431761579476,0.2631986141204834,0.11059951782226562,0.13976104666547076,0.021475608526383177,11.46151351928711
9,2,8,1,9,5,7.365853658536586,1.2718431761579476,0.281172513961792,0.11167502403259277,0.1576499037626313,0.03415008446678681,12.928341388702393
10,2,8,2,9,5,7.365853658536586,1.2718431761579476,0.2762296199798584,0.11490654945373535,0.16130523856093243,0.036007827797022135,13.22819972038269
11,2,8,3,9,5,7.365853658536586,1.2718431761579476,0.34985852241516113,0.11378216743469238,0.18684899225467588,0.06637906015482088,15.322778224945068
12,2,16,0,9,6,7.829268292682927,0.7337520361724201,0.4205663204193115,0.13994526863098145,0.2372526977120376,0.0692323773994083,19.455763816833496
13,2,16,1,9,6,7.829268292682927,0.7337520361724201,0.4462289810180664,0.1391160488128662,0.25404837945612463,0.07182372846907205,20.833061456680298
14,2,16,2,9,6,7.829268292682927,0.7337520361724201,0.5122950077056885,0.136763334274292,0.2785552187663753,0.08555037914113713,22.842636823654175
15,2,16,3,9,6,7.829268292682927,0.7337520361724201,0.5594813823699951,0.13779878616333008,0.2888150040696307,0.09257644805190578,23.683968544006348
16,3,8,0,9,5,7.463414634146342,1.1987145579278398,0.3176414966583252,0.13494086265563965,0.19751848825594273,0.047173985205446765,16.197597980499268
17,3,8,1,9,5,7.463414634146342,1.1987145579278398,0.41982507705688477,0.1367497444152832,0.2146771622867119,0.062149791852940325,17.604578018188477
18,3,8,2,9,5,7.463414634146342,1.1987145579278398,0.44194674491882324,0.13383007049560547,0.22046731158000668,0.06850832943377265,18.079439163208008
19,3,8,3,9,5,7.463414634146342,1.1987145579278398,0.46813488006591797,0.133894681930542,0.23019701678578447,0.082057687629814,18.877285718917847
20,3,16,0,9,6,7.658536585365853,0.9840645391251048,3.784599542617798,0.22229886054992676,0.9663178077558192,0.8454581521062231,79.23923516273499
21,3,16,1,9,6,7.658536585365853,0.9840645391251048,12.88979196548462,0.21411561965942383,1.2179778843391231,1.9993538679659992,99.87538003921509
22,3,16,2,9,6,7.658536585365853,0.9840645391251048,7.685101747512817,0.2155299186706543,1.1103223707617782,1.2631200758484133,91.04757642745972
23,3,16,3,9,6,7.658536585365853,0.9840645391251048,11.677724838256836,0.21395421028137207,1.1997123229794386,1.8387282699834744,98.37752532958984
