,camadas,neurônios,slices,tamanho_max,tamanho_min,tamanho_médio,tamanho_desvio_padrão,tempo_max,tempo_min,tempo_médio,tempo_desvio_padrão,tempo_total
0,1,8,0,7,3,4.245901639344262,1.2682484531847673,0.27884721755981445,0.09131932258605957,0.11752074859181388,0.018396889828592947,14.338884115219116
1,1,8,1,7,3,4.245901639344262,1.2682484531847673,0.27108073234558105,0.0912480354309082,0.12467052897468942,0.02296818637585578,15.211201667785645
2,1,8,2,7,3,4.245901639344262,1.2682484531847673,0.30784034729003906,0.09165167808532715,0.14970819676508668,0.03494477440124024,18.2658371925354
3,1,8,3,7,3,4.245901639344262,1.2682484531847673,0.25287699699401855,0.0903310775756836,0.1768428048149484,0.047505769946078885,21.5761616230011
4,1,16,0,8,2,3.918032786885246,2.0594076173631404,0.26893138885498047,0.08939027786254883,0.14336699931347957,0.027110150895653017,17.49202609062195
5,1,16,1,8,2,3.918032786885246,2.0594076173631404,0.22697663307189941,0.0930478572845459,0.14171657796765938,0.02418059790985798,17.290741682052612
6,1,16,2,8,2,3.918032786885246,2.0594076173631404,0.3204796314239502,0.09402632713317871,0.17022366601912703,0.04689825547401719,20.768704891204834
7,1,16,3,8,2,3.918032786885246,2.0594076173631404,0.4347217082977295,0.09164237976074219,0.22115682969327832,0.08310177230593373,26.982518672943115
8,2,8,0,8,3,4.573770491803279,1.4933352365456483,0.28515028953552246,0.10110116004943848,0.1564176688428785,0.02732018112513449,19.084344148635864
9,2,8,1,8,3,4.573770491803279,1.4933352365456483,0.86326003074646,0.10075783729553223,0.2018852038461654,0.10758011873203076,24.631489515304565
10,2,8,2,8,3,4.573770491803279,1.4933352365456483,0.34764671325683594,0.10045695304870605,0.1946095931725424,0.05456758497448664,23.743852853775024
11,2,8,3,8,3,4.573770491803279,1.4933352365456483,0.5403995513916016,0.10087180137634277,0.2476089274296995,0.09160974248118618,30.209638595581055
12,2,16,0,8,3,4.557377049180328,1.4829565082696525,0.5350263118743896,0.12405157089233398,0.2977327010670646,0.09919778848776774,36.324625730514526
13,2,16,1,8,3,4.557377049180328,1.4829565082696525,0.5174224376678467,0.12669730186462402,0.30686214321949445,0.10430257848113925,37.43858098983765
14,2,16,2,8,3,4.557377049180328,1.4829565082696525,0.5668869018554688,0.12247157096862793,0.31854930666626474,0.11152257628233704,38.864309549331665
15,2,16,3,8,3,4.557377049180328,1.4829565082696525,0.625481367111206,0.11919283866882324,0.3315752275654527,0.12109894732087834,40.45360469818115
16,3,8,0,8,3,4.098360655737705,1.3073842161687472,0.43454527854919434,0.11147499084472656,0.24708696466977478,0.06238843578295924,30.145898818969727
17,3,8,1,8,3,4.098360655737705,1.3073842161687472,0.42423295974731445,0.11825966835021973,0.25549425648861246,0.055806139418520424,31.17168140411377
18,3,8,2,8,3,4.098360655737705,1.3073842161687472,0.47191739082336426,0.11207437515258789,0.29573419836700937,0.08158018609617473,36.08089351654053
19,3,8,3,8,3,4.098360655737705,1.3073842161687472,0.578711748123169,0.1162405014038086,0.3311887158722174,0.10517506738217355,40.40641236305237
20,3,16,0,8,3,4.508196721311475,1.4951486376224281,9.617831945419312,0.18039989471435547,2.042748333977871,2.2198921773401636,249.21664786338806
21,3,16,1,8,3,4.508196721311475,1.4951486376224281,7.101996898651123,0.18225812911987305,1.5712680562597807,1.6056118892478848,191.69609355926514
22,3,16,2,8,3,4.508196721311475,1.4951486376224281,11.251606225967407,0.1690058708190918,2.0844023032266588,2.2739737987854376,254.29843640327454
23,3,16,3,8,3,4.508196721311475,1.4951486376224281,7.743988990783691,0.14806103706359863,1.980107735414974,1.9134945564284978,241.57452702522278
