,camadas,neurônios,slices,tamanho_max,tamanho_min,tamanho_médio,tamanho_desvio_padrão,tempo_max,tempo_min,tempo_médio,tempo_desvio_padrão,tempo_total
0,1,8,0,9,3,6.882352941176471,1.6156404667026196,0.1413741111755371,0.10291171073913574,0.11353395966922536,0.00895064195888369,1.9305927753448486
1,1,8,1,9,3,6.882352941176471,1.6156404667026196,0.27565717697143555,0.10150885581970215,0.13903924998115091,0.04178500046400657,2.364183187484741
2,1,8,2,9,3,6.882352941176471,1.6156404667026196,0.24768662452697754,0.10431957244873047,0.16091848822201,0.051896335232739066,2.7361485958099365
3,1,8,3,9,3,6.882352941176471,1.6156404667026196,0.26752614974975586,0.10190796852111816,0.16586575788610122,0.057165609036010735,2.820247173309326
4,1,16,0,9,4,7.0588235294117645,1.5600716423971575,0.16627097129821777,0.10795092582702637,0.13022850541507497,0.01555527118527115,2.2144126892089844
5,1,16,1,9,4,7.0588235294117645,1.5600716423971575,0.22500276565551758,0.12063336372375488,0.1642585782443776,0.032923672378578926,2.7929139137268066
6,1,16,2,9,4,7.0588235294117645,1.5600716423971575,0.3088955879211426,0.11741089820861816,0.18900171448202693,0.06879031138669704,3.2135462760925293
7,1,16,3,9,4,7.0588235294117645,1.5600716423971575,0.3207542896270752,0.11431241035461426,0.19428260186139276,0.06612228819669111,3.3033742904663086
8,2,8,0,9,4,6.9411764705882355,1.5600716423971577,0.2562394142150879,0.12023091316223145,0.15635372610653148,0.03356846620625183,2.658527374267578
9,2,8,1,9,4,6.9411764705882355,1.5600716423971577,0.2388172149658203,0.12094426155090332,0.16041779518127441,0.030194215915435606,2.72761869430542
10,2,8,2,9,4,6.9411764705882355,1.5600716423971577,0.4543163776397705,0.11931395530700684,0.1952372999752269,0.08166712585061206,3.3200488090515137
11,2,8,3,9,4,6.9411764705882355,1.5600716423971577,0.601351261138916,0.12077474594116211,0.24286237884970271,0.1274574854928358,4.129194736480713
12,2,16,0,9,5,7.470588235294118,1.2307338795828047,0.5204083919525146,0.14389753341674805,0.2781960543464212,0.11621400956864239,4.729868412017822
13,2,16,1,9,5,7.470588235294118,1.2307338795828047,0.570988655090332,0.14424419403076172,0.30439017800723805,0.12782691004240665,5.175191402435303
14,2,16,2,9,5,7.470588235294118,1.2307338795828047,0.894085168838501,0.14566588401794434,0.400764591553632,0.211930555735236,6.813554525375366
15,2,16,3,9,5,7.470588235294118,1.2307338795828047,0.6622891426086426,0.13733553886413574,0.3440415157991297,0.14620541111826052,5.849249601364136
16,3,8,0,9,1,7.823529411764706,1.9116515803633995,0.3059685230255127,0.15015268325805664,0.20149266018587,0.03353932608852388,3.4259135723114014
17,3,8,1,9,1,7.823529411764706,1.9116515803633995,0.26093435287475586,0.14790630340576172,0.2142015625448788,0.036971167211199,3.6419143676757812
18,3,8,2,9,1,7.823529411764706,1.9116515803633995,0.4974994659423828,0.14953279495239258,0.23892706983229695,0.07966111245790429,4.06227707862854
19,3,8,3,9,1,7.823529411764706,1.9116515803633995,0.6512346267700195,0.15148639678955078,0.25093791064094095,0.11392037414197878,4.266483783721924
20,3,16,0,9,4,6.647058823529412,1.4552137502179978,11.614606142044067,0.40094709396362305,2.8140769145068,2.8858410343987475,47.839831590652466
21,3,16,1,9,4,6.647058823529412,1.4552137502179978,10.21856164932251,0.35062527656555176,3.0470459320965935,2.9529889580418405,51.80028963088989
22,3,16,2,9,4,6.647058823529412,1.4552137502179978,12.27405571937561,0.3505513668060303,2.864224349751192,3.0745541413807493,48.69232892990112
23,3,16,3,9,4,6.647058823529412,1.4552137502179978,12.167318344116211,0.402742862701416,2.5761358737945557,2.7392172833904485,43.79478073120117
24,4,8,0,8,5,7.0588235294117645,0.8993461677306268,0.8733749389648438,0.25289463996887207,0.35058266976300406,0.14924800389002316,5.960429430007935
25,4,8,1,8,5,7.0588235294117645,0.8993461677306268,0.7478716373443604,0.24501752853393555,0.36630916595458984,0.13372732610165433,6.227747678756714
26,4,8,2,8,5,7.0588235294117645,0.8993461677306268,0.8057739734649658,0.23748064041137695,0.39698135151582603,0.1484835555918108,6.749208688735962
27,4,8,3,8,5,7.0588235294117645,0.8993461677306268,0.9661433696746826,0.26296162605285645,0.425050511079676,0.18294811284298002,7.2263898849487305
28,4,16,0,9,4,7.352941176470588,1.1147408034263075,655.8718640804291,0.8119425773620605,49.154848491444305,156.97425053111198,835.6329438686371
29,4,16,1,9,4,7.352941176470588,1.1147408034263075,466.9312584400177,0.6755657196044922,38.93032982770134,111.0903698425224,661.8161125183105
30,4,16,2,9,4,7.352941176470588,1.1147408034263075,1166.6547060012817,0.6335201263427734,81.03564639652477,280.2595048631651,1377.6065402030945
31,4,16,3,9,4,7.352941176470588,1.1147408034263075,470.22371530532837,0.7638435363769531,38.854942209580365,111.91414556510509,660.5345058441162
