,camadas,neurônios,slices,tamanho_max,tamanho_min,tamanho_médio,tamanho_desvio_padrão,tempo_max,tempo_min,tempo_médio,tempo_desvio_padrão,tempo_total
0,1,8,0,9,6,7.634146341463414,0.9877295966495896,0.20177507400512695,0.08743095397949219,0.10438143334737639,0.01652303431305592,8.560296297073364
1,1,8,1,9,6,7.634146341463414,0.9877295966495896,0.262955904006958,0.08959293365478516,0.12182456109581924,0.02533404479075675,9.990731477737427
2,1,8,2,9,6,7.634146341463414,0.9877295966495896,0.2708592414855957,0.09231781959533691,0.13202353221614185,0.03087104399460292,10.827097177505493
3,1,8,3,9,6,7.634146341463414,0.9877295966495896,0.2807893753051758,0.09311962127685547,0.14258472512408002,0.041044560228764716,11.693117618560791
4,1,16,0,9,6,7.780487804878049,0.9299461054860665,0.258831262588501,0.09707975387573242,0.12122278097199231,0.022355936181489223,9.941340446472168
5,1,16,1,9,6,7.780487804878049,0.9299461054860665,0.2770226001739502,0.09638500213623047,0.14437394025849132,0.033099421211595204,11.83974027633667
6,1,16,2,9,6,7.780487804878049,0.9299461054860665,0.3723735809326172,0.099365234375,0.15818947117503096,0.05355511049240052,12.972619771957397
7,1,16,3,9,6,7.780487804878049,0.9299461054860665,0.44277143478393555,0.09895896911621094,0.17914294905778838,0.05764816180793172,14.69090747833252
8,2,8,0,9,5,7.365853658536586,1.2718431761579476,0.2607572078704834,0.11003804206848145,0.1376912419388934,0.021673056919143355,11.291754722595215
9,2,8,1,9,5,7.365853658536586,1.2718431761579476,0.28110575675964355,0.11116862297058105,0.15364884748691465,0.03329248383557556,12.600289583206177
10,2,8,2,9,5,7.365853658536586,1.2718431761579476,0.2712106704711914,0.11204791069030762,0.15663367364464736,0.03493361821356181,12.845142602920532
11,2,8,3,9,5,7.365853658536586,1.2718431761579476,0.33867812156677246,0.10901474952697754,0.17968348758976635,0.06310758925853525,14.735184907913208
12,2,16,0,9,6,7.829268292682927,0.7337520361724201,0.41682004928588867,0.13495421409606934,0.2352546744230317,0.06976006755512494,19.29196071624756
13,2,16,1,9,6,7.829268292682927,0.7337520361724201,0.4303925037384033,0.13295841217041016,0.24873384906024468,0.0708635099561559,20.39729142189026
14,2,16,2,9,6,7.829268292682927,0.7337520361724201,0.5039212703704834,0.13215112686157227,0.275028836436388,0.08533966965202847,22.55352234840393
15,2,16,3,9,6,7.829268292682927,0.7337520361724201,0.5487716197967529,0.1321854591369629,0.28334612671921894,0.09163739549690589,23.23550319671631
16,3,8,0,9,5,7.463414634146342,1.1987145579278398,0.3511836528778076,0.13349533081054688,0.19684225466193223,0.050218091423523965,16.142125606536865
17,3,8,1,9,5,7.463414634146342,1.1987145579278398,0.4205596446990967,0.13393783569335938,0.21201625102903784,0.06266988135182322,17.386454343795776
18,3,8,2,9,5,7.463414634146342,1.1987145579278398,0.4352090358734131,0.13100337982177734,0.217057870655525,0.06773302122413821,17.79990863800049
19,3,8,3,9,5,7.463414634146342,1.1987145579278398,0.4587111473083496,0.13071990013122559,0.22666679940572598,0.08049243695459771,18.587838649749756
20,3,16,0,9,6,7.658536585365853,0.9840645391251048,3.7854385375976562,0.22745728492736816,0.9737693740100395,0.852808464754684,79.85014867782593
21,3,16,1,9,6,7.658536585365853,0.9840645391251048,12.945513725280762,0.21376609802246094,1.218037180784272,2.0066923509052366,99.88025498390198
22,3,16,2,9,6,7.658536585365853,0.9840645391251048,7.6894447803497314,0.21137285232543945,1.1162339826909506,1.2691699854015945,91.53234338760376
23,3,16,3,9,6,7.658536585365853,0.9840645391251048,11.720617771148682,0.21211457252502441,1.1956035422115792,1.844916960499006,98.04064559936523
